what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1328868410165
started,bundle,org.eclipse.team.core,3.5.0.I20090527-0620,"org.eclipse.team.core",1328868410167
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1328868410169
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1328868410171
started,bundle,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui",1328868410174
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1328868410176
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1328868410176
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1328868410178
started,bundle,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.ide",1328868410196
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1328868410199
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1328868410201
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1328868410203
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1328868410206
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1328868410208
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1328868410249
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1328868410255
started,bundle,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.adt",1328868410255
started,bundle,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms",1328868410255
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.1.R201001291118,"org.eclipse.epp.usagedata.gathering",1328868410256
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1328868410258
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1328868410259
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090925-1100,"org.eclipse.jdt.apt.pluggable.core",1328868410261
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1328868410272
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1328868410274
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1328868410276
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1328868410276
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.4.v20111106-0100,"org.eclipse.mylyn.bugzilla.core",1328868410279
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1328868410337
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1328868410340
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1328868410340
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1328868410342
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1328868410344
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1328868410386
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1328868410388
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.4.v20111117-0100,"org.eclipse.mylyn.tasks.ui",1328868410467
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1328868410467
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1328868410467
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1328868410506
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1328868410579
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1328868410639
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1328868410639
os,sysinfo,,,"win32",1328868410649
arch,sysinfo,,,"x86",1328868410649
ws,sysinfo,,,"win32",1328868410649
locale,sysinfo,,,"sv_SE",1328868410649
processors,sysinfo,,,"2",1328868410649
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328868410649
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1328868410649
java.specification.name,sysinfo,,,"Java Platform API Specification",1328868410649
java.specification.vendor,sysinfo,,,"Oracle Corporation",1328868410649
java.specification.version,sysinfo,,,"1.7",1328868410649
java.vendor,sysinfo,,,"Oracle Corporation",1328868410649
java.version,sysinfo,,,"1.7.0_01",1328868410649
java.vm.info,sysinfo,,,"mixed mode, sharing",1328868410649
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1328868410649
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328868410649
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1328868410649
java.vm.specification.version,sysinfo,,,"1.7",1328868410649
java.vm.vendor,sysinfo,,,"Oracle Corporation",1328868410649
java.vm.version,sysinfo,,,"21.1-b02",1328868410649
started,bundle,com.android.ide.eclipse.traceview,15.0.1.v201111031820-219398,"com.android.ide.eclipse.traceview",1328868417028
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1328868449773
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1328870052109
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1328870260020
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1328870260470
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328870288997
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328870289313
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328870291436
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328870326090
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1328870369506
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1328870379857
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329123683120
started,bundle,org.eclipse.epp.usagedata.ui,1.1.1.R201001291118,"org.eclipse.epp.usagedata.ui",1329123683370
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329123688198
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1329123688528
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329123693766
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1329123699628
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329123758906
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329123843368
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329123849862
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329124348096
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329124424654
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329124535514
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329124540338
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329124569283
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329124571663
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329124573015
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329124585505
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1329124596155
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1329124608915
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1329124617597
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1329124617707
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329124764049
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329124768023
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.saveAll",1329124807123
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1329124830661
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1329124850787
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329124865373
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1329124886073
